# wubi phrase dictionary (converted from rime)
# format: phrase	code	freq
楚汉	ssic	1906447
林涛	ssid	404127
根本法	ssif	173764
酸梅汤	ssin	228376
醍醐灌顶	ssis	501435
林海	ssit	2939105
梦游	ssiy	4259717
梦蝶	ssja	971096
本杰明	ssje	899604
梦里	ssjf	15787764
禁果	ssjs	2939105
木星	ssjt	4120705
梦呓	sska	825134
林叶	sskf	176743
梦中	sskh	18865882
木器	sskk	2184470
检查员	sskm	521294
检查团	sslf	221425
楚国	sslg	1022729
梦回	sslk	5232800
梦圆	sslk	1221317
木炭	ssmd	5004423
木雕	ssmf	3763247
枯枝败叶	ssmk	140997
梦见	ssmq	6186023
机构改革	ssna	2224188
栖居	ssnd	981025
木屋	ssng	4448376
木屑	ssni	1380188
禁忌	ssnn	12213176
禁书	ssnn	1012800
根本性	ssnt	3713600
焚烧	ssoa	3961835
林业	ssoh	25022117
禁烟	ssol	829105
梦断	sson	1519200
模模糊糊	ssoo	1469552
木床	ssos	486541
木料	ssou	1161741
榻榻米	ssoy	724847
禁赛	sspa	1181600
木塞	sspa	222418
林农	sspe	278023
禁军	sspl	504414
梦寐	sspu	405120
梦神	sspy	280009
栗色	ssqc	1181600
木然	ssqd	1787294
飘飘然	ssqd	1181600
木鱼	ssqg	1688000
禁锢	ssql	2353270
禁猎	ssqt	602715
木瓜	ssrc	5768988
木质	ssrf	5054070
想想看	ssrh	732790
林泉	ssri	898611
要根据	ssrn	7953458
机械手	ssrt	687115
木柜	sssa	350508
木桶	sssc	1995811
木棒	sssd	893647
木棚	ssse	110216
木材	sssf	19263058
柠檬酸	sssg	1181600
木本	sssg	1042588
醉醺醺	sssg	783430
梦想	sssh	134047058
可歌可泣	sssi	916484
木棍	sssj	1360329
楚歌	sssk	400155
木栅	sssm	60867
楚楚可怜	sssn	1280894
木桩	ssso	935350
木板	sssr	4597317
木棉	sssr	3117835
森林	ssss	68215058
楚楚	ssss	14993411
林木	ssss	5669694
木桥	ssst	438880
楚辞	sstd	618602
枯木逢春	sstd	266108
禁制	sstg	1509270
相机行事	sstg	115181
栖息	ssth	4706541
焚香	sstj	1191529
木香	sstj	1151811
栖身	sstm	1360329
木箱	ssts	2363200
木条	ssts	935350
植树造林	ssts	873788
木船	sstu	643425
木筏	sstw	389232
梦系	sstx	303840
木头	ssud	7824376
木兰	ssud	2442635
禁闭	ssuf	1310682
检查站	ssuh	5987435
标本兼治	ssui	1489411
林间	ssuj	1817082
林冲	ssuk	481576
木浆	ssuq	534202
林产	ssut	1122023
林立	ssuu	4696611
林林总总	ssuu	961167
木门	ssuy	4617176
禁娼	ssvj	41107
栩栩如生	ssvt	3376000
木偶	sswj	5967576
柯林伍德	sswt	804
禁欲	ssww	1529129
机械人	ssww	475618
机械化	sswx	4885270
禁令	sswy	5828564
格林纳达	ssxd	599736
检查组	ssxe	2402917
枪林弹雨	ssxf	1360329
梦幻	ssxn	46469647
禁绝	ssxq	434908
梦乡	ssxt	2492282
橄榄绿	ssxv	366395
柯亨	ssyb	25220
枢机主教	ssyf	202560
梵语	ssyg	273058
桂林市	ssym	9343576
木讷	ssym	1598635
木刻	ssyn	805275
禁脔	ssyo	240291
梦话	ssyt	1201458
机械论	ssyw	111209
整整齐齐	ssyy	1697929
梵文	ssyy	641440
格式	staa	264122352
极乐世界	stal	780451
酸甜苦辣	stau	6334964
梅花	staw	22043294
格子	stbb	9919482
梅子	stbb	5183152
敷衍了事	stbg	921449
横向联合	stbw	206531
构筑物	stcq	1012800
格物	stcq	184687
棋逢对手	stcr	384268
桥面	stdl	710945
李自成	stdn	820169
歌舞厅	stds	2075247
李长春	stdw	839035
梅县	steg	677185
桁架	stek	482569
桥边	step	1836941
可利用	stet	7844235
栖息地	stfb	1737647
松赞干布	stfd	339585
梅雨	stfg	8529364
桥堍	stfq	105251
根生土长	stft	3574
横行霸道	stfu	717896
桥墩	stfy	560018
株型	stga	361430
想得开	stga	358451
想得到	stgc	8201694
柞蚕	stgd	283981
横行天下	stgg	281995
桥下	stgh	2174541
木版画	stgl	323698
覆灭	stgo	1588705
梅毒	stgx	2194400
想入非非	sthh	2085176
桥涵	stib	578884
枚举	stig	2293694
桥梁	stiv	19163764
覆没	stiw	2581647
株洲	stiy	6434258
格里	stjf	2462494
哥德曼	stjl	16085
横征暴敛	stjw	227383
枝繁叶茂	stka	566969
株距	stkh	407105
歌舞团	stlf	1261035
株连	stlp	535195
权衡轻重	stlt	93832
桥畔	stlu	383275
覆辙	stly	2492282
檀香山	stmm	460724
格网	stmr	355472
梅岭	stmw	686122
歌舞剧	stnd	935350
格局	stnn	30781176
可靠性	stnt	15589176
可行性	stnt	10525176
本年度	stoa	6732141
本季度	stoa	1102164
相适应	stoi	6136376
桥底	stoq	181708
可乘之机	stps	1310682
杯盘狼藉	stqa	157877
格外	stqh	15092705
歌德尔	stqi	11120
格杀	strs	352494
格拉	stru	9869835
梅树	stsc	278023
相生相克	stsd	381289
醉生梦死	stsg	1558917
格栅	stsm	1608564
格林	stss	17376470
梅林	stss	3534870
格格	stst	7903811
桥栏	stsu	182701
梦笔生花	stta	234334
顶刮刮	sttd	44583
本科生	sttg	6841364
歌舞升平	sttg	881731
桥牌	stth	938329
机务段	stth	285967
权衡利弊	stti	580870
梅香	sttj	1638352
桥身	sttm	251214
覆舟	sttu	542145
格律	sttv	664277
桥头	stud	6186023
格斗	stuf	10326588
覆盖	stug	33561411
相得益彰	stuu	2541929
酸牛奶	stvb	292917
村委会	stwf	3107905
李先念	stwy	368381
格调	stym	5818635
覆亡	styn	151920
梅州	styt	5689552
格言	styy	8469788
样式	suaa	20851764
根状茎	suac	115181
西装革履	suan	799317
校区	suar	10028705
校医	suat	423985
校花	suaw	6920800
梅兰芳	suay	1757505
样子	subb	75662117
西门子	subb	23731294
梯子	subb	2293694
校际	subf	1598635
梯队	subw	1678070
校对	sucf	4349082
校验	sucg	6434258
梳妆台	suck	1360329
校友	sudc	38228235
李立三	sudg	195609
覆盖面	sudl	4150494
校勘	sudw	433915
校服	sueb	3405788
机关用尽	suen	8251
样貌	suer	1221317
校办	suew	1618494
樟脑	suey	438880
校址	sufh	2085176
校刊	sufj	1151811
校场	sufn	392211
横冲直撞	sufr	1211388
机关干部	sufu	2035529
相差无几	sufw	1737647
梯形	suga	1737647
样表	suge	496470
西半球	sugg	332635
校正	sugh	6444188
校规	sugm	1161741
栏目	suhh	197595294
校点	suhk	195609
顶头上司	suhn	1002870
酸辣汤	suin	92542
校注	suiy	403134
标准时	sujf	773501
校中	sukh	1320611
样品	sukk	16383529
林产品	sukk	955209
校史	sukr	1688000
校园	sulf	141990588
校车	sulg	612644
梯田	sull	1499341
校内	sumw	9393223
校尉	sunf	1727717
样书	sunn	178729
相关性	sunt	4309364
可塑性	sunt	1558917
梯度	suoa	1956094
校庆	suod	3246917
板门店	suoh	180715
校官	supn	403134
校容	supw	132061
西北角	suqe	1479482
校外	suqh	8310917
西美尔	suqi	26809
校名	suqk	1499341
样儿	suqt	1578776
机关报	surb	959181
梳妆打扮	surr	303840
可亲可敬	susa	224404
樟树	susc	1231247
相亲相爱	suse	1618494
栏杆	susf	7387482
样本	susg	12808941
校歌	susk	1866729
样板	susr	11319529
樟木	suss	701016
样样	susu	4190211
丁关根	susv	116174
样机	susw	1936235
机关枪	susw	897618
校核	susy	439872
校长	suta	26710117
校务	sute	2800094
样片	suth	1618494
校徽	sutm	840028
整装待发	sutn	1032658
椎间盘	sutu	2343341
样稿	suty	536188
检疫站	suuh	284974
西北部	suuk	2422776
标新立异	suun	1479482
梯次	suuq	1370258
校阅	suuu	167807
校准	suuw	1707858
校门	suuy	3376000
本部门	suuy	2085176
校舍	suwf	2571717
桥头堡	suwk	750663
西北风	suwr	1658211
校风	suwr	1181600
标准件	suwt	3256847
本单位	suwu	1946164
木头人	suww	1002870
标准化	suwx	17575058
梯级	suxb	963152
可兰经	suxc	107237
校纪	suxn	829105
样张	suxt	1608564
标准语	suyg	89563
校训	suyk	905562
校订	suys	334621
束装就道	suyu	7218
覆盖率	suyx	3078117
校方	suyy	4210070
根式	svaa	185680
根茎	svac	1062447
根苗	sval	230362
根子	svbb	792367
杰姆逊	svbi	31674
要职	svbk	963152
要了	svbn	10227294
根除	svbw	2899388
概观	svcm	137025
要有	svde	59874352
要在	svdh	61661647
要不	svdh	24029176
根基	svdw	5153364
根须	sved	177736
概貌	sver	1032658
要用	svet	37136000
根毛	svet	420014
要脸	svew	344550
要地	svfb	1588705
要去	svfc	51533647
要卖	svfn	16383529
要到	svgc	18170823
要求	svgi	381289411
要事	svgk	1767435
要死	svgq	10723764
要来	svgu	15986352
要素	svgx	38426823
要目	svhh	532216
要点	svhk	43788705
根治	svic	8797458
根源	svid	22539764
要活	svit	4607247
要津	sviv	174757
要紧	svjc	6960517
要是	svjg	74569882
概览	svjt	10227294
根号	svkg	295896
要路	svkh	212489
要员	svkm	927407
要回	svlk	12908235
概略	svlt	1588705
要略	svlt	867830
要罚	svly	824141
根雕	svmf	1966023
根由	svmh	536188
刺刀见红	svmx	76655
要快	svnn	10028705
根性	svnt	5153364
要买	svnu	32270588
要以	svny	14794823
根底	svoq	3376000
要塞	svpa	6007294
要害	svpd	5639905
要官	svpn	1767435
要案	svpv	2144752
根究	svpw	621581
要钱	svqg	6632847
要饭	svqn	1737647
要犯	svqt	843007
要把	svrc	43590117
要挟	svrg	2194400
要看	svrh	45178823
根据	svrn	468668235
要按	svrp	4041270
要抓	svrr	12312470
概括	svrt	13702588
根植	svsf	901590
根本	svsg	137025882
要想	svsh	30185411
概要	svsv	139011764
概述	svsy	35944470
要么	svtc	14099764
要务	svte	2383058
概算	svth	3157552
要得	svtj	3336282
要向	svtm	21348235
要管	svtp	1836941
根系	svtx	1767435
要闻	svub	48753411
相媲美	svug	1588705
概况	svuk	91350588
根部	svuk	2909317
要决	svun	722861
要将	svuq	14397647
要道	svut	1598635
要好	svvb	16482823
要做	svwd	57590588
要命	svwg	9025835
要件	svwt	5461176
要人	svww	4527811
要价	svww	2313552
要货	svwx	1221317
概念	svwy	89265411
要领	svwy	8479717
要旨	svxj	4021411
要强	svxk	4220000
根绝	svxq	293910
要比	svxx	23036235
要让	svyh	25022117
要诀	svyn	2164611
要义	svyr	1161741
概说	svyu	567962
概论	svyw	8241411
概率	svyx	9661317
机工	swaa	560018
松散	swae	2988752
机巧	swag	402141
榆荚	swag	75364
松萝	swal	104258
橙黄	swam	787402
机芯	swan	1519200
机警	swaq	1310682
松花	swaw	4398729
机子	swbb	7486776
松子	swbb	4001552
橙子	swbb	3236988
检出	swbm	3455435
机降	swbt	426964
松劲	swca	395190
机能	swce	6195952
检验	swcg	46866823
松驰	swcg	676192
机台	swck	943294
松鸡	swcq	85690
机套	swdd	511364
枪套	swdd	205538
哥伦布	swdm	1052517
枪膛	swei	230362
机架	swek	2154682
想像力	swen	6464047
松鼠	swen	4031341
松脆	sweq	390225
松脱	sweu	632503
松脂	swex	685129
机载	swfa	836056
机动	swfc	22440470
松动	swfc	3981694
枪支	swfc	2383058
松土	swff	481576
机井	swfj	413063
机场	swfn	38029647
枪声	swfn	2392988
检索	swfp	136032941
机壳	swfp	1886588
机耕	swfs	500442
机型	swga	23830588
松开	swga	5768988
枪击	swgb	2958964
樵夫	swgg	1151811
松下	swgh	37930352
机理	swgj	5888141
林黛玉	swgy	1419905
机上	swhh	8906682
整体上	swhh	6473976
枪战	swhk	2333411
检点	swhk	986983
枪眼	swhv	635482
机具	swhw	2522070
松江	swia	11518117
松涛	swid	2512141
橙汁	swif	1539058
枪法	swif	1459623
检举	swig	7278258
李登辉	swig	2065317
检测	swim	70101647
机油	swim	4905129
检漏	swin	352494
松紧	swjc	1042588
松明	swje	391218
机时	swjf	2899388
机师	swjg	522287
机遇	swjm	29490352
机电	swjn	40512000
松果	swjs	1062447
极个别	swke	1280894
枫叶	swkf	8718023
机中	swkh	2273835
机器	swkk	65136941
枪口	swkk	2164611
松口	swkk	1727717
枪响	swkt	1191529
机车	swlg	11617411
松软	swlq	2134823
松山	swmm	18468705
机内	swmw	1707858
机尾	swne	331642
杞人忧天	swng	933364
机翼	swnl	930385
松快	swnn	156884
松懈	swnq	3147623
可信性	swnt	609665
机心	swny	400155
可信度	swoa	4716470
机库	swol	337600
枪炮	swoq	1270964
机床	swos	14099764
机座	swow	375331
栓塞	swpa	1350400
检字	swpb	171778
机宜	swpe	335614
检定	swpg	1678070
醉翁之意不在酒	swpi	254192
机密	swpn	19362352
枪案	swpv	240291
检察	swpw	10425882
检视	swpy	2611435
橙色	swqc	18170823
松解	swqe	390225
松针	swqf	356465
机锋	swqt	220432
枪把	swrc	485548
检控	swrp	321712
枪杀	swrs	3445505
枪手	swrt	6791717
松手	swrt	2005741
机械	swsa	185680000
枪械	swsa	3038400
松树	swsc	1995811
榆树	swsc	1747576
枫树	swsc	798324
机顶	swsd	199581
机票	swsf	41405647
检票	swsf	699030
横坐标	swsf	351501
检查	swsj	140004705
检束	swsk	25419
机构	swsq	211496470
松柏	swsr	4527811
榆林	swss	4061129
松木	swss	3326352
松林	swss	2889458
机要	swsv	1568847
机枪	swsw	2571717
松松	swsw	1072376
枪术	swsy	77846
机长	swta	1171670
机智	swtd	7258400
检务	swte	844992
机务	swte	779458
机制	swtg	63051764
西伯利亚	swtg	2224188
本命年	swtg	1231247
松竹	swth	2879529
松香	swtj	1449694
机种	swtk	1995811
机身	swtm	10823058
枪身	swtm	453774
枪管	swtp	462710
机箱	swts	21944000
机舱	swtu	1280894
机敏	swtx	1221317
机关	swud	75960000
枪决	swun	942301
榆次	swuq	1171670
检阅	swuu	2144752
检疫	swuw	11716705
检录	swvi	150927
机灵	swvo	5550541
机群	swvt	548103
机会	swwf	238305882
检修	swwh	5927858
机修	swwh	1171670
机体	swws	6473976
机件	swwt	967124
枪伤	swwt	206531
机位	swwu	632503
概念化	swwx	400155
松弛	swxb	4448376
松绑	swxd	1022729
机组	swxe	13404705
哥伦比亚	swxg	6414400
机织	swxk	465689
机绣	swxt	139011
枪弹	swxu	909534
机缘	swxx	2949035
枪毙	swxx	2611435
可分为	swye	7149176
检讨	swyf	5471105
机谋	swyf	140004
栓剂	swyj	380296
机房	swyn	9353505
机变	swyo	929392
相依为命	swyw	1876658
机率	swyx	3703670
机会主义	swyy	800310
酵母菌	sxal	567962
机缘巧合	sxaw	1807152
椽子	sxbb	158870
棉纺厂	sxdg	304832
梦幻泡影	sxij	349515
杯弓蛇影	sxjj	208517
棉织品	sxkk	351501
相比较	sxlu	4776047
楷书	sxnn	931378
枉费心机	sxns	169792
可比性	sxnt	2105035
榴弹炮	sxoq	739741
相比之下	sxpg	6235670
橙红色	sxqc	388240
楷模	sxsa	3306494
枇杷	sxsc	2452564
本乡本土	sxsf	123124
木结构	sxsq	1251105
桃红柳绿	sxsx	251214
西红柿	sxsy	6305176
可编程	sxtk	3346211
梦幻般	sxtu	1409976
核弹头	sxud	823148
相结合	sxwg	20951058
杜绝人事	sxwg	3316
楷体	sxws	40015529
可比价格	sxws	368381
要继续	sxxf	8688235
整齐划一	syag	737755
核计划	syaj	797331
敷药	syax	259157
柿子	sybb	5322164
柱子	sybb	3236988
梳子	sybb	2323482
核子	sybb	1548988
述职	sybk	8698164
李商隐	sybq	1131952
核能	syce	2551858
核对	sycf	7764800
核试验	sycg	523280
核验	sycg	359444
可望而不可及	sydb	631510
柱石	sydg	405120
柱面	sydl	592785
梳成	sydn	145962
可望而不可即	sydv	179722
术士	syfg	7635717
核武	syga	2244047
梳理	sygj	5699482
核素	sygx	539167
核战	syhk	441858
榜眼	syhv	2889458
构词法	syif	240291
林语堂	syip	1082305
梳洗	syit	1688000
核电	syjn	2075247
核果	syjs	373345
李肇星	syjt	1211388
查询号	sykg	40809
速记员	sykm	88272
西方国家	sylp	4150494
敷贴	symh	232348
述怀	synd	122131
核发	synt	2988752
可读性	synt	1588705
核心	syny	89960470
核糖	syoo	814211
术数	syov	982018
柱廊	syoy	194616
核定	sypg	6910870
核实	sypu	24426352
核销	syqi	1817082
柿饼	syqn	392211
核儿	syqt	60668
术后	syrg	4547670
核批	syrx	120145
柿树	sysc	232348
核酸	sysg	4597317
核查	sysj	5560470
核桃	sysq	7695294
檀木	syss	1112094
榜样	sysu	17773647
述要	sysv	278023
核算	syth	20951058
敷衍	syti	6583200
檀香	sytj	3117835
檩条	syts	170785
术科	sytu	555054
标识符	sytw	908541
柱状	syud	2134823
梳头	syud	1598635
榔头	syud	662291
术前	syue	1747576
榜单	syuj	1876658
核资	syuq	932371
可变资本	syus	63349
榜首	syut	7218682
梳妆	syuv	3286635
核准	syuw	15390588
西方人	syww	3316423
核弹	syxu	2829882
杭育	syyc	24128
核计	syyf	113195
术语	syyg	15291294
述评	syyg	4706541
想方设法	syyi	4130635
杭州市	syym	23929882
梅州市	syym	3286635
杭州	syyt	149934117
述说	syyu	3058258
敷设	syyw	1479482
概率论	syyw	1022729
长工	taaa	1310682
长蔓	taaj	18071
乱蓬蓬	taat	370367
长子	tabb	3187341
长孙	tabi	2253976
升职	tabk	825134
长出	tabm	6881082
升降	tabt	13106823
升限	tabv	234334
长队	tabw	1539058
长驱	tacg	348522
长矛	tacn	1241176
长物	tacq	87378
垂范百世	tada	4289
长大	tadd	41802823
长有	tade	6325035
升压	tadf	574912
制药厂	tadg	2224188
失落感	tadg	1578776
长石	tadg	920456
长在	tadh	8499576
长存	tadh	1777364
长成	tadn	4239858
筑成	tadn	548103
长达	tadp	18667294
长寿	tadt	9293929
积劳成疾	tadu	409091
长期	tadw	128089411
长春	tadw	54313882
长龙	tadx	1757505
长须	taed	770522
各区县	taeg	1737647
升力	taen	323698
长膘	taes	135040
升腾	taeu	1827011
徒劳无功	tafa	765557
长城	tafd	33660705
升起	tafh	12511058
筑起	tafh	1628423
长进	tafj	2144752
筑坝	tafm	422000
长远	tafq	16383529
长者	taft	3038400
策划者	taft	742720
徒劳无益	tafu	258164
长形	taga	506400
升至	tagc	7139247
升到	tagc	6344894
升天	tagd	5173223
长天	tagd	1817082
长青	tage	3693741
长于	tagf	2780235
稀世珍宝	tagp	324691
升平	tagu	2015670
长辈	tahd	6215811
升上	tahh	1658211
长眠	tahn	2204329
长江	taia	38228235
长满	taia	2879529
长波	taib	727825
长治	taic	8300988
长法	taif	237312
长兴	taig	3326352
长沙	taii	55406117
升温	taij	7953458
升学	taip	5828564
长河	tais	5411529
长流	taiy	1102164
长虹	taja	8022964
繁荣昌盛	tajd	905562
长明	taje	315755
长时	tajf	3276705
长虫	tajh	236320
乌苏里江	taji	284974
长影	tajy	210503
长叹	takc	4895200
长别	take	361430
长足	takh	4349082
长跑	takh	2740517
筑路	takh	747684
长鸣	takq	1688000
长川	takt	144969
长啸	takv	2532000
长吟	takw	1360329
御花园	talf	582856
长圆	talk	443844
乱臣贼子	tamb	192630
长崎	tamd	628531
彻骨	tame	1539058
升幅	tamh	2492282
长岭	tamw	1092235
彻悟	tang	354480
长臂	tank	514343
长局	tann	1946164
长发	tant	13603294
季节性	tant	2879529
长度	taoa	67718588
升序	taoc	20156705
重工业	taoh	1707858
篝火	taoo	2949035
彻底	taoq	66030588
长庚	taov	421007
长廊	taoy	10723764
长宽	tapa	9730823
长官	tapn	5004423
升官	tapn	2055388
长宁	taps	6771858
筑牢	tapt	975068
长袖	tapu	3753317
长裙	tapu	3683811
长裤	tapu	3058258
长袍	tapu	2353270
长衫	tapu	1360329
长安	tapv	44880941
升空	tapw	4339152
长空	tapw	3246917
繁荣富强	tapx	666263
长钉	taqs	135040
长久	taqy	22738352
长排	tarh	597750
处世哲学	tari	579877
移花接木	tars	763571
长势	tarv	1668141
长椅	tasd	1300752
长醉	tasg	282988
长相	tash	10227294
彻查	tasj	1092235
第欧根尼	tasn	58782
升格	tast	1608564
和蔼可亲	tasu	1191529
长枪	tasw	3197270
长短	tatd	8102400
升迁	tatf	3097976
长街	tatf	1390117
长征	tatg	9333647
长年	tatg	5232800
长生	tatg	3693741
长处	tath	4041270
长得	tatj	20355294
长程	tatk	733783
笸箩	tatl	88669
长笛	tatm	1161741
长乐	tatn	5600188
各式各样	tats	5312235
长篇	taty	10525176
长痛	tauc	726832
长卷	taug	779458
长音	tauj	493491
长效	taur	5848423
长亲	taus	142983
香草美人	tauw	56895
长辫	taux	130075
筑巢	tavj	910527
生花妙笔	tavt	289938
长女	tavv	990955
升值	tawf	14596235
长途	tawg	21050352
长剑	tawg	4368941
长假	tawn	12808941
乱七八糟	tawo	8797458
繁花似锦	tawq	627538
长风	tawr	4051200
升任	tawt	1836941
升位	tawu	330649
升华	tawx	7625788
长住	tawy	1052517
升级	taxb	298875294
长幼	taxe	505407
长线	taxg	4885270
长约	taxq	3395858
长丝	taxx	1439764
长统	taxy	574912
长斋	tayd	28696
升为	taye	2442635
长诗	tayf	595764
升高	taym	10723764
长房	tayn	1012800
长谈	tayo	1588705
长亭	tayp	666263
升旗	tayt	2244047
长话	tayt	875774
彻夜	tayw	5342023
长夜	tayw	2998682
长方	tayy	1350400
季节	tbab	34752941
秀雅	tbah	327670
向阳花	tbaw	350508
笑盈盈	tbbc	983011
透出	tbbm	5570400
乐陶陶	tbbq	180715
自卫队	tbbw	1459623
升降台	tbck	636475
透支	tbfc	8539294
季刊	tbfj	2869600
透露	tbfk	64044705
秀场	tbfn	7596000
透过	tbfp	21745411
秀才	tbft	10326588
追随者	tbft	1866729
秀丽	tbgm	7576141
迤逦	tbgm	370367
季末	tbgs	645411
稍逊一筹	tbgt	290931
自取灭亡	tbgy	383275
彼此	tbhx	45476705
鄱阳湖	tbid	874781
透光	tbig	2422776
透水	tbii	2442635
透漏	tbin	1419905
透明	tbje	59675764
彼时	tbjf	970103
乌孜别克	tbkd	213482
乌孜别克族	tbky	109223
彼岸	tbmd	11319529
透骨	tbme	528244
透雕	tbmf	258164
秀峰	tbmt	1817082
各阶层	tbnf	1350400
秀眉	tbnh	703995
秀发	tbnt	6186023
季度	tboa	43788705
季军	tbpl	1817082
季初	tbpu	172771
透视	tbpy	22738352
秀色	tbqc	2462494
秀逸	tbqk	2621364
透镜	tbqu	1161741
季报	tbrb	3912188
各取所需	tbrf	1489411
季后	tbrg	2522070
透白	tbrr	778465
透气	tbrt	5401600
秀气	tbrt	1926305
透顶	tbsd	1598635
筒子楼	tbso	151920
透析	tbsr	6215811
秀林	tbss	472640
自出机杼	tbss	33263
升降机	tbsw	2105035
透彻	tbta	5669694
徒子徒孙	tbtb	48753
彼得	tbtj	10326588
透射	tbtm	1151811
季秋	tbto	141990
季前	tbue	1648282
秀美	tbug	5054070
称孤道寡	tbup	56001
牛皮癣	tbuq	5212941
季风	tbwr	1578776
透风	tbwr	1231247
牛皮纸	tbxq	914498
透绿	tbxv	265115
得陇望蜀	tbyl	138018
