# wubi phrase dictionary (converted from rime)
# format: phrase	code	freq
拟订	rnys	1896517
扬州	rnyt	37235294
据说	rnyu	35448000
所说	rnyu	32767058
批发商	rnyu	6404470
所设	rnyw	2879529
所言	rnyy	9035764
扬言	rnyy	5848423
撰文	rnyy	4011482
拟议	rnyy	322705
捉迷藏	roaa	3326352
扩散	roae	10028705
打底子	robb	56696
扩大	rodd	68413647
搂在	rodh	3058258
执迷不悟	rodn	949251
氮肥	roec	3048329
扩股	roew	1697929
热火朝天	rofg	2134823
扩增	rofu	1330541
反应堆	rofw	746691
氮素	rogx	388240
掂量	rojg	428950
反应器	rokk	1122023
反腐败	romt	2700800
扩展	rona	44682352
鬼迷心窍	ronp	557040
热烘烘	rooa	329656
找麻烦	rood	1836941
白炽灯	roos	1370258
搪塞	ropa	1568847
扩军	ropl	656334
扩容	ropw	5113647
扩印	roqg	230362
搂抱	rorq	984997
扩招	rorv	2561788
打火机	rosw	6265458
搂着	rouh	5361882
扩音	rouj	1231247
打麻将	rouq	4190211
搪瓷	rouq	1787294
扩建	rovg	9760611
反腐倡廉	rowo	3296564
氮化	rowx	812225
搂住	rowy	4299435
扩张	roxt	22043294
扩编	roxy	402141
扩充	royc	8737882
挑灯夜战	royh	286960
挖苦	rpad	1936235
擦鞋	rpaf	1737647
探戈	rpag	2641223
近东	rpai	1102164
近世	rpan	2283764
迫切	rpav	13901176
探花	rpaw	2770305
探子	rpbb	870809
挖取	rpbc	226390
挖出	rpbm	3376000
探出	rpbm	2333411
迫降	rpbt	975068
探险	rpbw	9581882
探马	rpcg	262136
近观	rpcm	308804
擦破	rpdb	306818
挥之不去	rpdf	4716470
按压	rpdf	1290823
拂袖而去	rpdf	625552
拍案而起	rpdf	525265
近百	rpdj	6742070
拧成	rpdn	333628
探矿	rpdo	1648282
近期	rpdw	96017411
按期	rpdw	4200141
氨基	rpdw	3405788
按月	rpee	4915058
打官腔	rpep	154898
擦边	rpep	124117
探胜	rpet	67420
控股	rpew	30880470
擦脸	rpew	791374
按脉	rpey	33561
挖地	rpfb	419021
挥动	rpfc	3038400
擦去	rpfc	2442635
按需	rpfd	2690870
挖土	rpff	1280894
擦干	rpfg	2909317
挖走	rpfh	680164
挖井	rpfj	478597
皖南	rpfm	2194400
探索	rpfp	73477647
操之过急	rpfq	763571
挥霍	rpfw	6771858
探到	rpgc	945280
迫于	rpgf	3415717
近于	rpgf	1459623
控球	rpgg	1519200
按下	rpgh	19858823
探求	rpgi	9571952
按理	rpgj	4964705
拖家带口	rpgk	335614
凶神恶煞	rpgq	856908
近来	rpgu	28993882
按上	rphh	2671011
近战	rphk	1171670
近视眼	rphv	1678070
按此	rphx	37632470
探源	rpid	866837
擦汗	rpif	1360329
挖潜	rpig	829105
挥泪	rpih	971096
氨水	rpii	553068
探测	rpim	13007529
拉家常	rpip	385261
挥洒	rpis	3236988
近海	rpit	4210070
擦洗	rpit	1836941
拧紧	rpjc	676192
探明	rpje	1926305
按时	rpjf	11716705
挥师	rpjg	956202
按量	rpjg	403134
控申	rpjh	142983
近日	rpjj	68910117
按日	rpjj	1072376
探监	rpjt	341571
按照	rpjv	140997647
近景	rpjy	593778
挥别	rpke	1280894
探路	rpkh	2720658
近路	rpkh	106244
打字员	rpkm	1598635
探听	rpkr	1827011
按响	rpkt	2889458
拍案叫绝	rpkx	261143
近因	rpld	236320
气宇轩昂	rplj	573920
捉襟见肘	rpme	2293694
近山	rpmm	285967
擦网	rpmr	40809
近忧	rpnd	593778
打官司	rpng	5788847
挥臂	rpnk	174757
挖空心思	rpnl	1141882
持之以恒	rpnn	2988752
挥发	rpnt	4220000
控烟	rpol	450795
按摩	rpos	30781176
迫害	rppd	10723764
探案	rppv	2253976
探究	rppw	9452800
近视	rppy	9472658
探视	rppy	2700800
探针	rpqf	2869600
按钮	rpqn	50937882
按金	rpqq	279016
看家狗	rpqt	156884
后视镜	rpqu	2899388
按键	rpqv	12213176
按铃	rpqw	306818
擦拭	rpra	6464047
按捺	rprd	4398729
擦掉	rprh	1688000
按揭	rprj	9532235
挖掘	rprn	48654117
看守所	rprn	2621364
迫近	rprp	1300752
挥手	rprt	10823058
挨家挨户	rpry	638461
摈斥	rpry	26015
氨酸	rpsg	4170352
探查	rpsj	1499341
手写板	rpsr	913505
打字机	rpsw	1668141
探长	rpta	651369
按季	rptb	674207
探知	rptd	3207200
挥笔	rpte	337600
控告	rptf	4349082
控制	rptg	324691764
近年	rptg	64044705
挥舞	rptg	5629976
按年	rptg	1747576
近处	rpth	1588705
近程	rptk	392211
擦身	rptm	2919247
探秘	rptn	15291294
控管	rptp	2005741
近乎	rptu	9343576
控盘	rptu	1360329
探头	rpud	6821505
近前	rpue	1985882
探病	rpug	720875
挥拳	rpug	673214
按着	rpuh	4170352
擦音	rpuj	76555
近况	rpuk	2929176
探问	rpuk	549096
拒之门外	rpuq	1777364
近郊	rpur	7596000
探亲	rpus	5560470
近亲	rpus	1499341
擦痕	rpuv	159863
擦背	rpux	274051
探寻	rpvf	3346211
挥刀	rpvn	1519200
近代	rpwa	21050352
迫使	rpwg	9184705
挥剑	rpwg	1231247
近似	rpwn	6523623
手写体	rpws	333628
控件	rpwt	8847105
擦伤	rpwt	1191529
近作	rpwt	672221
近人	rpww	874781
按住	rpwy	7169035
近邻	rpwy	1618494
近畿	rpxx	28696000
摈弃	rpyc	1479482
探讨	rpyf	48554823
按语	rpyg	362423
挥就	rpyi	59179
探望	rpyn	6126447
擦亮	rpyp	2462494
挥毫	rpyp	847971
探询	rpyq	1827011
反之亦然	rpyq	1042588
控诉	rpyr	3028470
拉祜族	rpyt	303840
按说	rpyu	1519200
近旁	rpyu	417035
探访	rpyy	3554729
反客为主	rpyy	494484
鬼节	rqab	477604
换鞋	rqaf	860880
换牙	rqah	332635
抑或	rqak	6156235
抑菌	rqal	1181600
白色恐怖	rqan	573920
欣荣	rqap	239298
挑花	rqaw	444837
换药	rqax	1251105
鬼子	rqbb	10723764
换取	rqbc	7566211
掏出	rqbm	11617411
挑出	rqbm	2263905
挽联	rqbu	287952
换防	rqby	311783
气象台	rqck	3177411
鬼雄	rqdc	299868
托尔斯泰	rqdd	922442
抑郁	rqde	17277176
抱有	rqde	3951905
拾金不昧	rqdj	544131
换页	rqdm	228376
换成	rqdn	13702588
抵达	rqdp	15489882
的确	rqdq	56001882
捣碎	rqdy	739741
捣毁	rqea	3048329
鬼胎	rqec	220432
换肤	rqeg	1122023
白鳍豚	rqeg	350508
魅力	rqen	191637647
挣脱	rqeu	4378870
鬼脸	rqew	9840047
鬼魂	rqfc	2551858
挑动	rqfc	1102164
鬼城	rqfd	1062447
的士	rqfg	4895200
挑起	rqfh	6126447
抱起	rqfh	5431388
凶多吉少	rqfi	1290823
欣喜	rqfk	19560941
捣鼓	rqfk	478597
换过	rqfp	2105035
鬼才	rqft	2591576
挣开	rqga	904569
希尔顿	rqgb	2323482
挣到	rqgc	1181600
挑夫	rqgg	470654
扬名天下	rqgg	295896
换下	rqgh	2690870
挽救	rqgi	7854164
挑逗	rqgk	9452800
掐死	rqgq	2184470
气象万千	rqgt	639454
换来	rqgu	11418823
换班	rqgy	1042588
换上	rqhh	8320847
抑止	rqhh	2800094
挑战	rqhk	76357176
持久战	rqhk	1270964
拉锯战	rqhk	807261
换汇	rqia	429943
抵消	rqii	3564658
鬼混	rqij	1985882
扶危济困	rqil	386254
拘泥	rqin	2532000
欣赏	rqip	151920000
气象学	rqip	855915
换洗	rqit	886696
抱紧	rqjc	2581647
挑明	rqje	144969
兜里	rqjf	2244047
抑是	rqjg	187665
挑剔	rqjq	10624470
魁星	rqjt	491505
鬼影	rqjy	1400047
挑唆	rqkc	390225
接触器	rqkk	1558917
推销员	rqkm	2770305
换喻	rqkw	10326
抱团	rqlf	575905
换车	rqlg	1678070
抵罪	rqlh	143976
挽回	rqlk	11617411
兜圈	rqlu	241284
气急败坏	rqmf	2095105
换岗	rqmm	331642
换购	rqmq	1181600
抱屈	rqnb	176743
鬼怪	rqnc	9571952
抱憾	rqnd	493491
欣慰	rqnf	9522305
鬼屋	rqng	2750447
捣蛋	rqnh	2710729
换届	rqnm	3882400
气象局	rqnn	1678070
抱愧	rqnr	97904
换发	rqnt	1390117
持久性	rqnt	1261035
欣悦	rqnu	375331
抱恨	rqnv	306818
换心	rqny	500442
摄氏度	rqoa	3713600
掐断	rqon	400155
鬼火	rqoo	1052517
鬼迷	rqop	236320
挑灯	rqos	407105
抱定	rqpg	573920
掏空	rqpw	2661082
鬼神	rqpy	2522070
挑错	rqqa	1658211
抱怨	rqqb	41306352
欣然	rqqd	6235670
抵触	rqqe	25518588
挣钱	rqqg	10525176
掏钱	rqqg	3495152
换钱	rqqg	896625
抵销	rqqi	817190
兜销	rqqi	5888
抵免	rqqk	533209
抱负	rqqm	2849741
挽留	rqqy	9045694
拘留	rqqy	6841364
挑拣	rqra	491505
搀扶	rqrg	2422776
换掉	rqrh	2462494
抵挡	rqri	7645647
换挡	rqri	703002
挑担	rqrj	119152
兜揽	rqrj	63548
抵扣	rqrk	1926305
抵押	rqrl	10823058
挣扎	rqrn	18369411
挑拨	rqrn	2373129
托儿所	rqrn	1688000
鬼魅	rqrq	4140564
欣欣	rqrq	3286635
捣鬼	rqrq	470654
拘捕	rqrs	2055388
换手	rqrt	3097976
换气	rqrt	1767435
抵抗	rqry	29291764
摇钱树	rqsc	1489411
魁梧	rqsg	2482352
换档	rqsi	885703
拘束	rqsk	12709647
的哥	rqsk	3554729
挽歌	rqsk	1459623
抵赖	rqsk	1330541
挑刺	rqsm	562997
拘禁	rqss	1648282
打印机	rqsw	45675294
换季	rqtb	1757505
捣乱	rqtd	4388800
挑选	rqtf	25121411
抑制	rqtg	34157176
抵制	rqtg	14894117
换行	rqtg	7258400
换算	rqth	13603294
挣得	rqtj	1131952
挑衅	rqtl	10723764
换血	rqtl	1102164
欣悉	rqto	62356
拘管	rqtp	25816
抵御	rqtt	6742070
换乘	rqtu	1439764
拘役	rqtw	1578776
欣闻	rqub	289938
抱头	rqud	1618494
换装	rquf	3614305
抱病	rqug	429943
抱着	rquh	26412235
气象站	rquh	919463
兵多将广	rquo	17277
换新	rqus	5093788
魁首	rqut	399162
抱歉	rquv	40512000
指名道姓	rquv	433915
换好	rqvb	2402917
挥金如土	rqvf	662291
搀杂	rqvs	497463
换代	rqwa	5411529
鬼佬	rqwf	722861
魁伟	rqwf	391218
抵债	rqwg	2045458
抵命	rqwg	153905
换个	rqwh	12411764
抵偿	rqwi	605694
兜风	rqwr	2124894
换件	rqwt	938329
换位	rqwu	2224188
换人	rqww	2740517
换货	rqwx	3058258
反独促统	rqwx	77151
抱住	rqwy	10326588
兜售	rqwy	2442635
抵住	rqwy	1419905
挑食	rqwy	1161741
报名费	rqxj	1747576
打印纸	rqxq	1836941
拘谨	rqya	7586070
换衣	rqye	3038400
拘留证	rqyg	47661
换房	rqyn	666263
鬼话	rqyt	12511058
的说	rqyu	54711058
换句话说	rqyy	6235670
手提式	rraa	946272
白茅	rrac	135040
白菜	rrae	10723764
拆散	rrae	1578776
白芷	rrah	865844
白鹳	rrak	130075
白薯	rral	411077
逝世	rran	4766117
指挥若定	rrap	79534
抓获	rraq	8042823
白药	rrax	1827011
抓药	rrax	402141
拍子	rrbb	4061129
鬼鬼祟祟	rrbb	1370258
抓取	rrbc	3276705
拍出	rrbm	5461176
拆除	rrbw	8042823
鬼把戏	rrca	194616
折叠	rrcc	12213176
白马	rrcg	8519435
拍马	rrcg	1072376
拆台	rrck	351501
势所难免	rrcq	41306
措手不及	rrdb	3822823
拱手而降	rrdb	7804
气势磅礴	rrdd	1370258
按兵不动	rrdf	931378
打抱不平	rrdg	1032658
誓不	rrdh	2522070
白面	rrdl	2492282
白布	rrdm	1717788
拍成	rrdn	2760376
折成	rrdn	708960
拆成	rrdn	538174
白灰	rrdo	483562
捉摸不定	rrdp	1022729
摇摆不定	rrdp	765557
希拉克	rrdq	1370258
打扑克	rrdq	486541
誓愿	rrdr	391218
振振有辞	rrdt	518315
撒手不管	rrdt	335614
按捺不住	rrdw	1827011
托拉斯	rrdw	497463
振振有词	rrdy	613637
拆毁	rrea	594771
折服	rreb	5093788
白须	rred	275044
热气腾腾	rree	1112094
杀气腾腾	rree	989962
抵抗力	rren	5342023
魄力	rren	3862541
折腰	rres	1300752
白毛	rret	1916376
折腾	rreu	9442870
拖后腿	rrev	384268
白脸	rrew	801303
白地	rrfb	1966023
白云	rrfc	26809411
逝去	rrfc	8320847
抓去	rrfc	2124894
掀动	rrfc	100287
白城	rrfd	8032894
拆封	rrff	4349082
白干	rrfg	560018
掀起	rrfh	23929882
抓起	rrfh	6682494
扶摇直上	rrfh	590800
白露	rrfk	2244047
拍卖	rrfn	74768470
白手起家	rrfp	4130635
白霜	rrfs	564983
白雾	rrft	1320611
拥护者	rrft	1231247
白雪	rrfv	13702588
拆零	rrfw	164828
招摇过市	rrfy	557040
拆开	rrga	4090917
掀开	rrga	4051200
拍击	rrgb	461717
抓到	rrgc	6900941
白天	rrgd	34355764
指手画脚	rrge	959181
乒乓球	rrgg	11021647
拆下	rrgh	1519200
哲理	rrgj	8390352
白带	rrgk	1400047
白事	rrgk	254192
誓与	rrgn	892654
誓死	rrgq	2263905
抑扬顿挫	rrgr	755628
扳平	rrgu	1290823
白玉	rrgy	5917929
披挂上阵	rrhb	117167
指指点点	rrhh	1489411
折旧	rrhj	3634164
白点	rrhk	833077
抓瞎	rrhp	180715
白眼	rrhv	5649835
白虎	rrhw	3802964
捷报频传	rrhw	521294
白光	rrig	7198823
白沫	rrig	1300752
抓举	rrig	118160
白水	rrii	4478164
逝水	rrii	1211388
气势汹汹	rrii	1191529
白汤	rrin	113195
哲学	rrip	56001882
摸爬滚打	rrir	879745
白酒	rris	7178964
拆洗	rrit	787402
白润	rriu	172771
白浪	rriy	1261035
白蜡	rrja	559025
抓紧	rrjc	15887058
手提电脑	rrje	1539058
誓师	rrjg	666263
白日	rrjj	5977505
摇摇晃晃	rrjj	2244047
白果	rrjs	2124894
拍照	rrjv	24724235
白蚁	rrjy	1181600
白鹭	rrkh	1727717
折中	rrkh	1122023
白喝	rrkj	586828
指挥员	rrkm	1072376
打招呼	rrkt	9244282
白吃	rrkt	2184470
拍手叫好	rrkv	447816
手推车	rrlg	1141882
扳回	rrlk	1499341
折回	rrlk	895632
哲思	rrln	960174
抓图	rrlt	1668141
抓贼	rrma	593778
拍岸	rrmd	1092235
白骨	rrme	2988752
抓赌	rrmf	152912
白肉	rrmw	982018
招兵买马	rrnc	1122023
白璧	rrnk	218447
排斥异己	rrnn	85988
白发	rrnt	10425882
白昼	rrny	2859670
白忙	rrny	484555
白炽	rrok	1390117
白烟	rrol	1409976
折断	rron	4001552
白糖	rroo	4676752
抖擞精神	rrop	357458
白底	rroq	2194400
折磨	rros	20553882
白粉	rrow	3922117
白米	rroy	2015670
白字	rrpb	749670
拆字	rrpb	372352
拍完	rrpf	2283764
白宫	rrpk	4785976
白军	rrpl	60668
指挥官	rrpn	3912188
扎扎实实	rrpp	1668141
白衫	rrpu	338592
拍案	rrpv	3614305
凶杀案	rrpv	741727
拆穿	rrpw	1866729
白色	rrqc	79435294
欣欣然	rrqd	95918
拆解	rrqe	3783105
白兔	rrqk	3654023
白铜	rrqm	354480
手提包	rrqn	3564658
白金	rrqq	20951058
抓狂	rrqt	6225741
白猫	rrqt	2671011
白铁	rrqt	510371
杀手锏	rrqu	2075247
撒手锏	rrqu	594771
白银	rrqv	10723764
白搭	rrra	1032658
白描	rrra	579877
拍摄	rrrb	53618823
折返	rrrc	975068
招摇撞骗	rrrc	526258
拆掉	rrrh	2035529
折扣	rrrk	51335058
打折扣	rrrk	4875341
白皑皑	rrrm	178729
指挥所	rrrn	621581
折抵	rrrq	1479482
拍拍	rrrr	19858823
白白	rrrr	14993411
抓拍	rrrr	5709411
拖拖拉拉	rrrr	811232
拍打	rrrs	4478164
抓捕	rrrs	3117835
拍手	rrrt	16582117
手拉手	rrrt	3385929
拍拖	rrrt	2958964
扳手	rrrt	2025600
损兵折将	rrru	402141
打手势	rrrv	358451
白热	rrrv	185680
打掩护	rrry	152912
抵押权	rrsc	634489
指挥棒	rrsd	641440
折桂	rrsf	734776
白醋	rrsg	541152
白相	rrsh	588814
拍档	rrsi	1707858
白杨	rrsn	2541929
白板	rrsr	10028705
白皙	rrsr	4934917
拍板	rrsr	1658211
鬼气森森	rrss	128089
反手可得	rrst	1092
拖拉机	rrsw	4498023
白桦	rrsw	1906447
扳机	rrsw	1211388
搅拌机	rrsw	1201458
拱手相让	rrsy	331642
欣欣向荣	rrta	2730588
爻辞	rrtd	124117
拆迁	rrtf	12808941
拆卸	rrtg	5113647
拍片	rrth	4180282
折算	rrth	3753317
抓得	rrtj	2025600
白种	rrtk	877760
折射	rrtm	8479717
拍手称快	rrtn	364409
掀翻	rrto	1112094
白鹅	rrtr	473632
白条	rrts	1459623
反反复复	rrtt	2035529
气垫船	rrtu	191637
氧气瓶	rrua	298875
摇摇头	rrud	14794823
手指头	rrud	2730588
白头	rrud	2591576
折半	rrug	465689
白冰	rrui	806268
指挥部	rruk	5560470
白净	rruq	1539058
白痴	rrut	15291294
据报道	rrut	6394541
热热闹闹	rruu	2194400
抓痕	rruv	497463
看热闹	rruy	4021411
抓好	rrvb	14794823
拆建	rrvg	281995
气势如虹	rrvj	798324
折刀	rrvn	256178
白嫩	rrvs	3038400
白刃	rrvy	555054
手提袋	rrwa	2641223
拆借	rrwa	1310682
摇摇欲坠	rrwb	1817082
白做	rrwd	410084
折合	rrwg	3743388
白鸽	rrwg	1280894
扳倒	rrwg	503421
抗拒从严	rrwg	326677
拆伙	rrwo	52923
拆分	rrwv	1886588
白人	rrww	5471105
折价	rrww	3564658
哲人	rrww	1856800
白热化	rrwx	2541929
抢手货	rrwx	797331
抓住	rrwy	50640000
白领	rrwy	32667764
扫描仪	rrwy	21944000
皈依	rrwy	1419905
拆线	rrxg	408098
白纱	rrxi	849957
白费	rrxj	5381741
白粥	rrxo	636475
白纸	rrxq	4130635
白给	rrxw	980032
握手言欢	rryc	114188
白衣	rrye	9214494
折让	rryh	558032
折衷	rryk	1678070
斤斤计较	rryl	2849741
誓词	rryn	837049
折扇	rryn	828112
折弯	rryo	1012800
白亮	rryp	906555
白话	rryt	1936235
白旗	rryt	1807152
白族	rryt	1459623
握手言和	rryt	643425
挑拨离间	rryu	443844
换手率	rryx	1658211
誓言	rryy	20553882
打工	rsaa	40114823
杀戒	rsaa	1062447
打散	rsae	1380188
打靶	rsaf	1171670
打落	rsai	1280894
杀菌	rsal	7447058
捕获	rsaq	4438447
打药	rsax	339585
投机取巧	rsba	918470
看样子	rsbb	6761929
白木耳	rsbg	346536
打出	rsbm	14894117
杀出	rsbm	3594447
打了	rsbn	36242352
打孔	rsbn	2641223
打叠	rscc	46668
打通	rsce	5818635
打对	rscf	618602
手术台	rsck	1002870
杀鸡	rscq	2383058
打破	rsdb	61661647
打压	rsdf	6394541
打在	rsdh	7725082
返朴还淳	rsdi	3574
打成	rsdn	5759058
打春	rsdw	46370
气概不凡	rsdw	20951
搭桥牵线	rsdx	17872
打碎	rsdy	3415717
打胎	rsec	521294
打架	rsek	12709647
打胜	rset	350508
打动	rsfc	10425882
打劫	rsfc	3485223
杀去	rsfc	866837
打垮	rsfd	933364
打坏	rsfd	688108
打起	rsfh	7030023
打趣	rsfh	2432705
打进	rsfj	4359011
杀进	rsfj	2105035
打鼓	rsfk	2303623
打雷	rsfl	2095105
杀场	rsfn	55803
打过	rsfp	7685364
打开	rsga	171778823
打击	rsgb	54115294
搏击	rsgb	4637035
打到	rsgc	11816000
杀到	rsgc	2293694
杀青	rsge	949251
打球	rsgg	8211623
打下	rsgh	21149647
打理	rsgj	4706541
杀灭	rsgo	1896517
打死	rsgq	17575058
杀死	rsgq	16184941
打来	rsgu	8549223
打平	rsgu	890668
杀毒	rsgx	31476235
打非	rshd	984997
打盹	rshg	1151811
技术上	rshh	9929411
打卡	rshh	3078117
打点	rshk	3852611
打眼	rshv	558032
打柴	rshx	357458
打满	rsia	949251
打尖	rsid	94627
打法	rsif	5947717
杀光	rsig	1449694
打消	rsii	4130635
打湿	rsij	2283764
打滑	rsim	1320611
打泡	rsiq	319727
打滚	rsiu	2253976
打蜡	rsja	1082305
打紧	rsjc	813218
返朴归真	rsjf	550089
打量	rsjg	10624470
杀虫	rsjh	3445505
打嗝	rskg	737755
打中	rskh	3465364
杀跌	rskh	1042588
撑杆跳	rskh	181708
打骂	rskk	1558917
技术员	rskm	5471105
打听	rskr	11716705
打响	rskt	6940658
打转	rslf	3018541
刹车	rslg	10525176
打车	rslg	3058258
打圈	rslu	944287
打赌	rsmf	2929176
打败	rsmt	11319529
刹那	rsng	12411764
授权书	rsnn	1032658
打发	rsnt	7784658
技术性	rsnt	4656894
杀戮	rsnw	4954776
杀尽	rsny	705981
打断	rson	12213176
打火	rsoo	829105
打炮	rsoq	1270964
打底	rsoq	1131952
打磨	rsos	3524941
打烊	rsou	1568847
打烂	rsou	671228
打字	rspb	14199058
杀害	rspd	8588941
打完	rspf	5967576
手术室	rspg	2422776
打穿	rspw	757614
打错	rsqa	3415717
打昏	rsqa	615623
打勾	rsqc	1757505
打针	rsqf	2244047
打印	rsqg	682150588
捕鱼	rsqg	2472423
搭桥铺路	rsqk	41504
打包	rsqn	31972705
打猎	rsqt	2422776
杀猪	rsqt	1966023
打铁	rsqt	987976
打铃	rsqw	245256
打捞	rsra	1836941
捕捞	rsra	1529129
打拚	rsrc	473632
打扰	rsrd	12113882
打援	rsre	70101
打擂	rsrf	409091
杀掉	rsrh	4795905
打掉	rsrh	3435576
打搅	rsri	2283764
捕捉	rsrk	15589176
打拐	rsrk	147948
打探	rsrp	2541929
打的	rsrq	21944000
打折	rsrr	28993882
搏杀	rsrs	1628423
捕杀	rsrs	1052517
打杀	rsrs	1042588
投桃报李	rsrs	320720
杀手	rsrt	25518588
打气	rsrt	4676752
杀气	rsrt	4269647
打手	rsrt	2432705
打拼	rsru	5014352
打扫	rsrv	6384611
打扮	rsrw	18568000
打横	rssa	121138
打桩	rsso	553068
白森森	rsss	296889
打样	rssu	1280894
杀机	rssw	3286635
打枪	rssw	323698
打私	rstc	284974
杀敌	rstd	1995811
打乱	rstd	1330541
打造	rstf	215468235
杀生	rstg	1340470
打制	rstg	377317
打算	rsth	52328000
打牌	rsth	5411529
杀得	rstj	1787294
打和	rstk	639454
杀身	rstm	1171670
打翻	rsto	2532000
技术科	rstu	640447
打入	rsty	9492517
杀入	rsty	2849741
打头	rsud	1141882
杀头	rsud	960174
搏斗	rsuf	5044141
打斗	rsuf	4676752
打拳	rsug	230362
打着	rsuh	11617411
投票站	rsuh	2055388
拉丁美洲	rsui	2244047
打单	rsuj	158870
技术部	rsuk	8400282
打浆	rsuq	410084
技术装备	rsut	3068188
打道	rsut	1668141
打闪	rsuw	76853
打闹	rsuy	2035529
打门	rsuy	835063
打好	rsvb	7893882
手术刀	rsvn	347529
打退	rsvp	927407
打杂	rsvs	1439764
弑君	rsvt	228376
杀伐	rswa	535195
打仗	rswd	6513694
打倒	rswg	9542164
打假	rswn	7159105
投机倒把	rswr	323698
弑父	rswr	241284
杀伤	rswt	7347764
打伤	rswt	3554729
打分	rswv	16780705
打岔	rswv	741727
杀人	rsww	30582588
杀价	rsww	1727717
打坐	rsww	1558917
投标人	rsww	1449694
捕食	rswy	2819952
打住	rswy	2144752
刹住	rswy	724847
打结	rsxf	1042588
凶相毕露	rsxf	132061
弑母	rsxn	102272
手榴弹	rsxu	1350400
打给	rsxw	2114964
打赢	rsye	3316423
拉丁语	rsyg	639454
打颤	rsyl	724847
投机商	rsyu	371360
打谱	rsyu	334621
拉丁文	rsyy	2005741
手工	rtaa	34653647
气节	rtab	1082305
反季节	rtab	691087
气功	rtae	3524941
拖鞋	rtaf	10028705
手巧	rtag	1380188
手艺	rtan	4676752
控制区	rtar	615623
插花	rtaw	3902258
丘陵	rtbf	3574588
执牛耳	rtbg	384268
卑职	rtbk	559025
播出	rtbm	12908235
看得出	rtbm	5361882
搬出	rtbm	3614305
揪出	rtbm	1678070
插孔	rtbn	1787294
气孔	rtbn	1022729
托孤	rtbr	289938
插队	rtbw	1082305
控制台	rtck	6612988
挺难	rtcw	1380188
持币观望	rtcy	987976
挺身而出	rtdb	2780235
手套	rtdd	16582117
挺有	rtde	4686682
气压	rtdf	7586070
扬长而去	rtdf	1588705
手感	rtdg	8509505
气泵	rtdi	1151811
插页	rtdm	296889
气盛	rtdn	1002870
控制面板	rtds	76257882
报告厅	rtds	2273835
托故	rtdt	58682
播种期	rtdw	317741
气态	rtdy	481576
皓月	rtee	2323482
手脚	rtef	19660235
郫县	rteg	751656
托架	rtek	1022729
托腮	rtel	381289
气力	rten	2929176
手腕	rtep	11120941
手边	rtep	2005741
挺胸	rteq	2909317
气胸	rteq	324691
挺腰	rtes	271072
搬用	rtet	160856
拖地	rtfb	1568847
手动	rtfc	20454588
搬运	rtfc	13305411
气动	rtfc	8360564
拖动	rtfc	4905129
托运	rtfc	1946164
拖垮	rtfd	932371
乒协	rtfe	147948
乒坛	rtff	499449
挺直	rtfh	2869600
看得起	rtfh	2591576
搬走	rtfh	2412847
挺起	rtfh	2025600
反复无常	rtfi	970103
挺进	rtfj	4646964
插进	rtfj	2333411
手雷	rtfl	935350
执行者	rtft	1459623
所向无敌	rtft	578884
所剩无几	rtfw	1707858
搬开	rtga	313769
投入到	rtgc	12312470
搬到	rtgc	8807388
看得到	rtgc	5600188
热循环	rtgd	183694
手表	rtge	24227764
投身于	rtgf	1499341
气球	rtgg	6225741
手球	rtgg	1221317
白血球	rtgg	861872
手下	rtgh	18766588
播下	rtgh	1231247
热处理	rtgj	4051200
批处理	rtgj	1936235
气囊	rtgk	4200141
拖带	rtgk	415049
插画	rtgl	7695294
斤两	rtgm	497463
气死	rtgq	7198823
近年来	rtgu	43192941
搬来	rtgu	2412847
抗生素	rtgx	5957647
摇身一变	rtgy	1539058
插班	rtgy	767543
手上	rthh	26114352
插上	rthh	4964705
搬上	rthh	2710729
插卡	rthh	1668141
气虚	rtho	1558917
丘壑	rthp	97904
手眼	rthv	1151811
势利眼	rthv	328663
皓齿	rthw	486541
插满	rtia	1012800
手淫	rtie	4458305
热血沸腾	rtie	2819952
手法	rtif	31674823
气滞	rtig	468668
挺举	rtig	138018
气温	rtij	13801882
拖沓	rtij	832084
手掌	rtip	10425882
气泡	rtiq	3048329
气派	rtir	4537741
播洒	rtis	362423
卑劣	rtit	2581647
气流	rtiy	5143435
手紧	rtjc	2720658
手里	rtjf	32568470
气量	rtjg	2859670
接待日	rtjj	605694
播映	rtjm	1300752
拖曳	rtjn	1459623
手电	rtjn	1429835
气味	rtkf	10028705
卑鄙	rtkf	6990305
括号	rtkg	2810023
手中	rtkh	53817411
手足	rtkh	18270117
插嘴	rtkh	3713600
插足	rtkh	744705
控制器	rtkk	18071529
插口	rtkk	2601505
手舞足蹈	rtkk	2253976
气喘	rtkm	1966023
手轻	rtlc	3693741
报告团	rtlf	477604
拖车	rtlg	1817082
手软	rtlq	2482352
插图	rtlt	16184941
拖累	rtlx	3266776
插曲	rtma	7764800
卑贱	rtmg	798324
手帕	rtmh	6325035
手巾	rtmh	1270964
手则	rtmj	1042588
手册	rtmm	70498823
看得见	rtmq	12014588
卑躬屈膝	rtne	378310
气愤	rtnf	11120941
搬屋	rtng	467675
手臂	rtnk	15390588
报告书	rtnn	3366070
手书	rtnn	831091
播发	rtnt	1628423
扬长避短	rtnt	1360329
报复性	rtnt	1221317
气慨	rtnv	119152
手心	rtny	7228611
揪心	rtny	1578776
气度	rtoa	3018541
气粗	rtoe	175750
